YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Our experience was very good in spite of the pandemic since we harvested tomatillos, tomatoes, chiles, radishes, radish, vetabel, lettuce, flowers and others.",I don't have any in mind now but it is interesting to keep learning.,,"My relationship with my organizer is good, she is a kind person, she always sends us all the information for the workshops and some information that can help us both in the community garden and in the community.",,,Our favorite part was seeing the whole garden full of vegetables and at harvest time because due to the pandemic we thought that we would not see any plant resources for the garden. We even thought we weren't going to sow.,Yes,,,Their interest increased,DR MARTIN LUTHER KING JR .,Yes,,I would like to have resources for tools such as scissors or things that one needs in the garden.,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,No,I DIDN'T HAVE SPACES,No,"No, comí menos que antes",I went to food pantries and received emergency food boxes MORE often,,,,,,,,No,No,,No,No,No,No,No,Stay the same as before I had my garden,N/A,N/A,,N/A,,,N/A,No,,,Their interest increased,Lents,No,I could not attend due to technology reasons,N/A,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,No,No,No,No,No,I was LESS physically active because of the garden,a lot of tomato,cooking of medicinal plants,,Good,,,tomatoes,Yes,,,Their interest increased,Lents,No,I could not attend due to technology reasons,give the plants sooner,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,I really liked the plants they gave me,cooking,,"she is good, excellent",,,Chilli pepper and tomatoes,Yes,,,Their interest increased,Ron Russell,Yes,,give the plants earlier,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,No,No,No,No,No,I was MORE physically active because of the garden,I loved my potatoes and tomatoes.,cooking,,Good,,,my tomatoes and cucumbers,Yes,,,Their interest increased,no,No,I was busy,for me everything is buy well,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Sadly because of the weather this year we didn't have much of a harvest, but the bags of vegetables helped us a lot.","Nothing comes to mind now, but the ones I've attended have helped me a lot.",,"Very good, because it is always aware of us. May next year give us more plants and more seeds.",,,I love growing many different kinds of tomatoes.,Yes,,,Their interest increased,Wooman school,Yes,,Continue to learn more.,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,everything loved your garden,kitchen,,Very Good,,,all the vegetables I harvest,Yes,,,Their interest increased,Centennial,No,I was busy,nothing thanks for all your support,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,everything gave me,cooking plants,,Good Very Good,,,that I could enjoy it with my children,Yes,,,Their interest increased,mil park,No,I could not attend due to technology reasons,give the plants sooner,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,to be able to eat my harvest,cooking,,excellent,,,Fresh cucumbers,Yes,,,Their interest increased,Arturo academy,No,I could not attend due to technology reasons,thanks for everything,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,IN MY caladaza jitomes chili peppers,of medicinal kitchen plants,,Good,,,Tomatos and chilli peppers,Yes,,,Their interest increased,n/a,Yes,,dana all is well thank you,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"My grandchildren enjoyed it a lot and have planted garlic, it was very successful with the chiles and tomatoes 🍅 everything was great....","Dates where it is planted (e.g. garlic, onions).",,Very Good,,,When it begins to bear fruit,Yes,,,Their interest increased,Yes,Yes,,How to combat or prevent pests in vegetables,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"It was very exciting experience. But I discovered that I am a bit desperate, as I wanted the fruits soon.",All those that are presented are interesting.,,I have a very good relationship and communication. She is very kind and respectful.,,,Share with my family and see how the plants were developing.,Yes,,,Their interest increased,Rockwood preparatory academic,Yes,,More classes more information about medicinal plants.,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,It was nice one of my grandchildren planted his vegetables at home and harvested his vegetables for his family and for me as a grandmother it is such a beautiful satisfaction to know that I motivated my grandson and I am very happy.,More knowledge of medicinal plants,,Very good she is always in the best dispoYestion to help us,,,I keep learning and improving from my mistakes every day,Yes,,,Their interest increased,,Yes,I could not attend due to technology reasons,Have the opportunity to continue planting different vegetables and medicinal plants.,No,
2020,Angelica (Este de Portland/Gresham),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,they didn't like them they grew too tall and didn't bloom,cooking,,Good,,,the papalos,Yes,,,Their interest increased,Lincoln park,Yes,,give the plants sooner,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,everything was very good,kitchen and medicinal plants,,Good,,,the tomatoes and chili peppers,Yes,,,Their interest increased,no,No,I could not attend due to technology reasons,give the plants sooner,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,No,I didn't have spaces,No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,No,Stayed the same,I didn't cure,N/A,,Good,,,n/a,No,,,Their interest decreased,Salish,No,I could not attend due to technology reasons,N/A,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,it helped me with stress,cooking,,Good,,,the tomatoes,Yes,,,Their interest increased,DR MARTIN LUTHER KING JR .,No,I could not attend due to technology reasons,I don't know,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,I loved the tomatoes,cooking,,Good,,,cut cucumbers and eat strawberries,Yes,,,Their interest increased,no,No,,nothing everything is fine,No,
2020,Angelica (Este de Portland/Gresham),Wooden box to avoid lead,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,tomatoes cucumber,cooking,,extraordinary,,,have the space to have contact with nature,Yes,,,Their interest increased,N/A,No,I could not attend due to technology reasons,nothing everything is fine thank you,Yes,
2020,Angelica (Este de Portland/Gresham),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,it was the best,cooking,,Good,,,cucumbers,Yes,,,Their interest increased,N/A,Yes,,everything is fine,Yes,
2020,Camilo (Norte Portland),Wooden box to avoid lead,,Yes,,No,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Tomatoes, chilies and was very productive.",How to preserve vegetables and fruits.,,Good,,,"watch my plants grow
",Yes,,,Their interest increased,Gorge ,No,I could not attend due to technology reasons,Receive more plants sooner and get more help against pests and fertilizer.,No,
2020,Camilo (Norte Portland),Containers,,Yes,"I have a physical problem (back, knees, etc.), Nothing grew, It did not help me at all Growing Gardens",Yes,Stayed the same,I went to food pantries and received emergency food boxes MORE often,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,No,Stay the same as before I had my garden,"I only harvested 2 calabasitas, a few cherry tomatoes, very few didn't even enter my house because they were so few that I ate them there, I only cut 4 or 5 and a few tomatoes.",I don't know anyone is good if they have good information,,It is good and I would like to have wooden boxes for the next time.,,,None,Yes,,,Their interest didn't change,"King, Tubman ",No,I never received an invite to a workshop,fertilizer,Yes,
2020,Camilo (Norte Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Tomatoes, tomatoes and I didn't have much success.",How to germinate seeds and cooking workshops,,Perfect,,,Pick the fruit,Yes,,,Their interest increased,"Faubion, Beach ",No,I was busy,More help in germination of plants,Yes,
2020,Angelica (Este de Portland/Gresham),Wooden box to avoid lead,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,the soil was not very fertile,cooking and medicinal plants,,excellent,,,Harvest,Yes,,,Their interest increased,N/A ,Yes,,more fertilizer,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,I didn't harvest much this year,cooking and medicinal plants,,Good,,,tomatoes,Yes,,,Their interest increased,,Yes,,nothing everything is fine,Yes,
2020,Camilo (Norte Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"Good for the harvest, tomatoes, beets, anahorias.",cooking,,Very friendly,,,Everything but more the harvest,Yes,,,Their interest increased,Headstart,No,I was busy,More workshops,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"It was very easy and it distracts me to grow my vegetables, I like it.",How to have a bountiful harvest.,,We want more workshops to keep learning.,,,"All, I love it.",Yes,,,Their interest didn't change,Parkrose,Yes,,Vegetables from our country.,Yes,
2020,Isabel (Cully/Parkrose)(Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,Yes,Yes,Stay the same as before I had my garden,"“It pushes us to get out of the house knowing that they need our care and it's very rewarding to see their fruits.we had chilies of different types tomatoes, tomatillo, potatoes, papalo, collard, strawberries, pumpkins were not given to me but I tried for the first time Armenian cucumbers.”",More about medicinal plants,,Good,,,Be more in direct contact with the earth; see how generous she is to us and increased my respect for her.,Yes,,,Their interest didn't change,Portland Village School,Yes,,At the moment nothing comes to my mind.,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,my children's interest in the garden,cooking and medicinal plants,,Very Good,,,tomatoes and strawberries,Yes,,,Their interest increased,Centennial ,No,I could not attend due to technology reasons,everything is fine thank you,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,we harvested a lot,cooking,,Good,,,the tomatoes,Yes,,,Their interest increased,Centennial ,No,I could not attend due to technology reasons,nothing everything is fine thank you,Yes,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,I loved everything,cooking,,Good,,,I loved everything,Yes,,,Their interest increased,no,No,I could not attend due to technology reasons,nothing everything is fine,Yes,
2020,Angelica (Este de Portland/Gresham),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,I learned a lot,cooking,,al 100 %,,,my tomatoes,Yes,,,Their interest increased,no,No,I could not attend due to technology reasons,nothing everything is fine,No,
2020,Angelica (Este de Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was LESS physically active because of the garden,my sunflowers,cooking,,excellent,,,my tomatoes,Yes,,,Their interest increased,Centennial ,Yes,,nothing thank you,Yes,
2020,Carolina (Norte de Clackamas),In-Ground/Mounded Earth,,No,"I had no seeds or plants, they just put them (late October)",No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,No,Stay the same as before I had my garden,We are excited to enjoy it next year.,How to keep plants alive,,"Good, very attentive and kind I am excited to work with her in the next year I hope to learn a lot from her.
",,,"I will tell you next year 2021
",No,,,Their interest didn't change,Milwaukie ,No,,I look forward to the next year and all that lies ahead.,No,
2020,Carlos (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"I grew herbs (many), and vegetables: two types of winter squash, tomatoes, tomatillos, kale, chard, mustard greens, and green beans as well as strawberries. ","What plants to grow together, proper spacing, when and how much to prune/harvest.",,Its great.,,,Creating a morning routine and harvesting. ,No,,,Their interest increased,"Faubion, Jefferson ",No,I signed up late,I'm not sure.,No,
2020,Carlos (North Portland),Both in ground mounded & high raised bed,,Yes,,No,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"This Fall, I just started an inground fall garden w garlic.  We will plant more in the Spring. 

This summer, I purchased 2 4x4 raised beds and got compost from my father.  I mostly grew organic tomatoes and kale.  I had 4 tomato plants and produced many tomatoes, but not that flavorful. Maybe try a different type of tomato.  I did make 8 quart jars of salsa. First time making salsa so that was fun.   The kale got mostly eaten by aphids (even though I planted lots of marigolds) so I need to research how to keep that from happening. ","Organic pest control, healing herbs, composting",,"Carlos is very easy to speak with, profesYesonal and supportive.  I am looking forward to growing my first garden with this program.",,,"Spending time w my Dad, making salsa from my garden and sharing it with him.",No,,,I don't have children,,No,"I am not aware of receiving invitations to classes or workshops, but I am new to the program","I am new to this.  It would be great to have access to a newsletter w an archive of articles about gardening.  How to plan a garden, etc.  Photos of other people’s gardens.  Recipes.",No,
2020,Carlos (North Portland),Raised bed Lead Free,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Family history of gardening, everyone finds peace in  the garden. Other rewards that come from gardening are organic, locally grown food,  peace of mind, family fun for all ages,  biology and cooking education, finding pests, studying bugs,  soil development lessons and sharing with others. We had a wonderful time growing and canning peppers onions, beans, tomatoes, garlic, and squash. 
Next year will practice crop rotation and planting in succession
We hope to learn more about eradicating aphids!","Building greenhouses,  cultivating and building quality soil. Early detection of pests,  raiYesng citrus. ",,I prefer Rashae for her skill set and knowledge base. I have never met Carlos. We've texted,,,All of it!,Yes,,,Their interest increased,Catlin Gabel,No,I can't remember hearing about it.  I was busy with Master Garden training. ,"Key hole gardening, bath gardening,  canning,  cooking,  plants as medicine,",No,
2020,Carlos (North Portland),Also some containers on porch,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Great! Tomatoes, potatoes, celery, beets, peppers, squash. Learned SO much.",Gardening local plants,,Carlos was super helpful,,,Just spending time in the garden-so peaceful,Yes,,,I don't have children,,No,Talked to other gardeners instead,Hope you get more funding to expand,No,
2020,Carlos (North Portland),Raised bed Lead Free,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"We tried a bit of everything - but had about 1/2 go to powdery mildew early on, and the other 1/2 to a variety of undiagnosed problems over the rest of the season. It was pretty disheartening - especially with a lack of support from my housemates; I wanted to try and continue growing late into the year, but just didn't have it in me. 😕",Unsure... All of them?!?,,"Although we're still very new, our organizer has thus far been wonderful! It's nice knowing we can reach out to someone so excited about the cause!",,,Getting accepted into Growing Greens!,No,,,I don't have children,,No,I never received an invite to a workshop,"Not really having experienced the program yet, I don't feel comfortable answering this question in a thorough enough manner yet. Next year!",No,
2020,Carlos (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Garlic,tomatos,kale,lettus,strawberries,peppers,broccoli,basil,herbs, carrots",H,,Would love to colaborate ,,,Feeding people and family time,Yes,,,Their interest increased,"De la salle, Many nations academy, astor",No,I never received an invite to a workshop,Classes,Yes,
2020,Carlos (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,No,Yes,Stay the same as before I had my garden,Tried to grow a few things but fires limited our harvest,Medicinal properties of food.. how to preserve ,,"You all are great! I moved (to our own home) and yall continue to support our family

Truly grateful",,,Helps to feel grounded and productive,No,,,Their interest increased,Kairospdx ,No,I was too busy to attend,Keep up the work!!!!,No,
2020,Carlos (North Portland),High Raised Bed (2ft tall),,Yes,Not enough help from Growing Gardens,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"My garden was wonderful, I had a variety of tomatoes, broccoli, greens, kale, herbs, various peppers, lettuce (which did not grow) and flowers  My tomatoes were more successful than previous years, but did not yield as many as others in my neighborhood.  I noticed the seeds did not grow as well as the starters, not sure what I was doing wrong, but more information on planting seeds vs. starters would be helpful.",How to be more productive with my garden and any information on pest and prevention.  ,,"It is fine, I have met him in person",,,"Being outYesde working in my garden is a pleasure, I go out there daily to water, pull weeds, eliminate pest, glean vegetables and herbs. I have had my garden for a few years, this year with the pandemic, it has helped with isolation, sharing tips with my neighbors and sharing what we have grown. I love tending to the vegetables and it feels wonderful to eat produce I grew myself and share with those who do not have a garden or do not have access to fresh produce.  With my health issues, eating pesticide free vegetables has improved my health greatly.",Yes,,,Their interest increased,,No,I never received an invite to a workshop,"I can't say I add anything to the awesome program, you have changed my way of eating and overall health. Thank you for asYessting me on my road to recovery",No,
2020,Carlos (North Portland),In-Ground/Mounded Earth,,Yes,,No,No,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Yes,No,Yes,No,Yes,I was MORE physically active because of the garden,Garden a total mess because my husband used pesticide kill blackberries. Only cucumbers were successful. I was furious at my husband.,Growing a variety of vegetables.,,"By showing new things, different things to grow. More variety. Written material would be good. No one contacted me before. First time that I was contacted from Growing Gardens was for the garlic and clover seeds delivery this year.",,,Love gardening in general. Gives me a peace of mind.,No,,,Their interest increased,None,Yes,,"Make their information more accesYesble, specially for people without emails. ",No,
2020,Carlos (North Portland),Personally will build garden boxes,,No,Recently moved in. Had higher priorities ,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before",Stayed the same,,No,No,No,No,No,I was MORE physically active because of the garden,Grew some tomatoes in pots. I definitely gain some knowledge where to place the pots and how to water.,"Importance of soil, container growing",,My relationship with community organizer was great. Carlos provided information and support to asYesst me with setting up my garden for the Spring Yesnce I had immediate things to do for my recent purchase of my home. He worked with me about posYesble resources for trees needs for my home. Also he was able to give me flyers for friends and families who may want to establish a garden.,,,Getting outYesde and watching nature ,No,,,Their interest increased,"Rosemary Anderson, Alliance High School at Meek",No,I never received an invite to a workshop,"Start my garden, one on one technical support, classes and starts",No,
2020,Carlos (North Portland),High Raised Bed (2ft tall),,Yes,,No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,We grew broccoli kale bok Choy collards peppers herbs cucumber,What items can you grow in the winter months also answer questions regarding issues in your garden I was not able to plant squash this year because last year my plants got something and they all turned rotten I didn’t try this year.,,More communication maybe a monthly or bimonthly news updates or as for gardening questions throughout the year,,,Working in my garden and being able to give away produce,Yes,,,Their interest increased,,No,I never received an invite to a workshop,More workshops,No,
2020,Carlos (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,Yes,Yes,Yes,Yes,Yes,Stay the same as before I had my garden,Just garlic to start this Fall!,How to build my own plant box,,Great! We are looking forward to starting spring,,,Getting the garden bed created,No,,,Their interest increased,"Rosemary center, jefferson",No,I was unable to attend for technological reasons,Anything to help us learn,No,
